b
9,2702570S,32394,129576008,517,0,0
9,2500,1,,
S,36106,144424008,506,0,0
S,36107,144428008,506,0,0
S,36108,144432008,506,0,0
S,36109,144436008,506,0,0
S,36110,144440008,506,0,0
S,36111,144444008,506,0,0
S,36112,144448008,506,0,0
S,36113,144452008,506,0,0
S,36114,144456008,506,0,0
S,36115,144460008,506,0,0
S,36116,144464008,506,0,0
S,36117,144468008,506,0,0
S,36118,144472008,506,0,0
S,36119,144476008,506,0,0
S,36120,144480008,506,0,0
S,36121,144484008,506,0,0
S,36122,144488008,506,0,0
S,36123,144492008,506,0,0
S,36124,144496008,506,0,0
S,36125,144500008,507,0,0
S,36126,144504008,507,0,0
S,36127,144508008,507,0,0
S,36128,144512008,507,0,0
S,36129,144516008,507,0,0
S,36130,144520008,507,0,0
S,36131,144524008,507,0,0
S,36132,144528008,507,0,0
S,36133,144532008,507,0,0
S,36134,144536008,507,0,0
S,36135,144540008,507,0,0
S,36136,144544012,510,0,0
S,36137,144548008,514,0,0
S,36138,144552008,518,0,0
S,36139,144556008,521,0,0
S,36140,144560008,525,0,0
S,36141,144564008,529,0,0
S,36142,144568008,533,0,0
S,36143,144572012,533,0,0
S,36144,144576008,529,0,0
S,36145,144580008,525,0,0
S,36146,144584012,521,0,0
S,36147,144588008,518,0,0
S,36148,144592012,514,0,0
S,36149,144596008,510,0,0
S,36150,144600008,508,0,0
S,36151,144604008,508,0,0
S,36152,144608008,508,0,0
S,36153,144612008,508,0,0
S,36154,144616008,508,0,0
S,36155,144620008,508,0,0
S,36156,144624008,508,0,0
S,36157,144628012,508,0,0
S,36158,144632008,508,0,0
S,36159,144636008,508,0,0
S,36160,144640012,501,0,0
S,36161,144644012,486,0,0
S,36162,144648008,471,0,0
S,36163,144652008,471,0,0
S,36164,144656012,486,0,0
S,36165,144660008,501,0,0
S,36166,144664012,508,0,0
S,36167,144668008,508,0,0
S,36168,144672008,593,0,0
S,36169,144676012,678,0,0
S,36170,144680008,763,0,0
S,36171,144684012,677,0,0
S,36172,144688008,593,0,0
S,36173,144692008,508,0,0
S,36174,144696008,508,0,0
S,36175,144700008,493,0,0
S,36176,144704008,477,0,0
S,36177,144708008,461,0,0
S,36178,144712012,445,0,0
S,36179,144716008,461,0,0
S,36180,144720008,477,0,0
S,36181,144724008,493,0,0
S,36182,144728008,509,0,0
S,36183,144732008,509,0,0
S,36184,144736008,509,0,0
S,36185,144740008,509,0,0
S,36186,144744012,509,0,0
S,36187,144748012,509,0,0
S,36188,144752008,509,0,0
S,36189,144756008,509,0,0
S,36190,144760008,509,0,0
S,36191,144764008,509,0,0
S,36192,144768008,512,0,0
S,36193,144772008,518,0,0
S,36194,144776008,523,0,0
S,36195,144780012,528,0,0
S,36196,144784008,533,0,0
S,36197,144788008,539,0,0
S,36198,144792008,544,0,0
S,36199,144796008,549,0,0
S,36200,144800008,555,0,0
S,36201,144804012,561,0,0
S,36202,144808012,566,0,0
S,36203,144812008,571,0,0
S,36204,144816008,576,0,0
S,36205,144820008,581,0,0
S,36206,144824008,587,0,0
S,36207,144828012,592,0,0
S,36208,144832008,592,0,0
S,36209,144836008,587,0,0
S,36210,144840008,581,0,0
S,36211,144844008,576,0,0
S,36212,144848008,571,0,0
S,36213,144852008,566,0,0
S,36214,144856008,561,0,0
S,36215,144860008,555,0,0
S,36216,144864008,550,0,0
S,36217,144868008,545,0,0
S,36218,144872008,540,0,0
S,36219,144876008,534,0,0
S,36220,144880008,529,0,0
S,36221,144884008,524,0,0
S,36222,144888008,519,0,0
S,36223,144892008,513,0,0
S,36224,144896008,510,0,0
S,36225,144900008,511,0,0
S,36226,144904008,511,0,0
S,36227,144908008,511,0,0
S,36228,144912008,511,0,0
S,36229,144916008,511,0,0
S,36230,144920008,511,0,0
S,36231,144924008,511,0,0
S,36232,144928008,511,0,0
S,36233,144932008,511,0,0
S,36234,144936008,511,0,0
S,36235,144940008,511,0,0
S,36236,144944008,511,0,0
S,36237,144948012,511,0,0
S,36238,144952008,511,0,0
S,36239,144956008,511,0,0
S,36240,144960008,511,0,0
S,36241,144964012,511,0,0
S,36242,144968008,511,0,0
S,36243,144972008,511,0,0
S,36244,144976008,511,0,0
S,36245,144980008,511,0,0
S,36246,144984012,511,0,0
S,36247,144988008,511,0,0
S,36248,144992008,511,0,0
S,36249,144996008,511,0,0
S,36250,145000008,512,0,0
S,36251,145004008,512,0,0
S,36252,145008012,512,0,0
S,36253,145012008,512,0,0
S,36254,145016008,512,0,0
S,36255,145020008,512,0,0
S,36256,145024008,515,0,0
S,36257,145028008,519,0,0
S,36258,145032012,523,0,0
S,36259,145036008,526,0,0
S,36260,145040008,530,0,0
S,36261,145044008,534,0,0
S,36262,145048008,538,0,0
S,36263,145052012,538,0,0
S,36264,145056008,534,0,0
S,36265,145060008,530,0,0
S,36266,145064008,526,0,0
S,36267,145068008,523,0,0
S,36268,145072008,519,0,0
S,36269,145076008,515,0,0
S,36270,145080008,512,0,0
S,36271,145084012,512,0,0
S,36272,145088008,512,0,0
S,36273,145092008,512,0,0
S,36274,145096008,512,0,0
S,36275,145100008,513,0,0
S,36276,145104008,513,0,0
S,36277,145108008,513,0,0
S,36278,145112008,513,0,0
S,36279,145116008,513,0,0
S,36280,145120008,506,0,0
S,36281,145124008,491,0,0
S,36282,145128008,476,0,0
S,36283,145132008,476,0,0
S,36284,145136008,491,0,0
S,36285,145140012,506,0,0
S,36286,145144012,513,0,0
S,36287,145148008,513,0,0
S,36288,145152008,598,0,0
S,36289,145156008,683,0,0
S,36290,145160012,767,0,0
S,36291,145164008,683,0,0
S,36292,145168008,598,0,0
S,36293,145172012,513,0,0
S,36294,145176008,513,0,0
S,36295,145180012,497,0,0
S,36296,145184008,481,0,0
S,36297,145188008,465,0,0
S,36298,145192008,448,0,0
S,36299,145196008,465,0,0
S,36300,145200008,482,0,0
S,36301,145204008,498,0,0
S,36302,145208008,514,0,0
S,36303,145212008,514,0,0
S,36304,145216008,514,0,0
S,36305,145220008,514,0,0
S,36306,145224012,514,0,0
S,36307,145228008,514,0,0
S,36308,145232008,514,0,0
S,36309,145236008,514,0,0
S,36310,145240008,514,0,0
S,36311,145244008,514,0,0
S,36312,145248008,517,0,0
S,36313,145252008,523,0,0
S,36314,145256012,528,0,0
S,36315,145260008,533,0,0
S,36316,145264008,538,0,0
S,36317,145268012,544,0,0
S,36318,145272008,549,0,0
S,36319,145276012,554,0,0
S,36320,145280008,559,0,0
S,36321,145284008,565,0,0
S,36322,145288008,570,0,0
S,36323,145292008,575,0,0
S,36324,145296008,580,0,0
S,36325,145300008,586,0,0
S,36326,145304008,592,0,0
S,36327,145308012,597,0,0
S,36328,145312008,597,0,0
S,36329,145316008,592,0,0
S,36330,145320008,586,0,0
S,36331,145324008,581,0,0
S,36332,145328008,576,0,0
S,36333,145332008,571,0,0
S,36334,145336008,566,0,0
S,36335,145340012,560,0,0
S,36336,145344008,555,0,0
S,36337,145348008,550,0,0
S,36338,145352008,545,0,0
S,36339,145356012,539,0,0
S,36340,145360008,534,0,0
S,36341,145364008,529,0,0
S,36342,145368008,524,0,0
S,36343,145372012,518,0,0
S,36344,145376008,515,0,0
S,36345,145380008,515,0,0
S,36346,145384008,515,0,0
S,36347,145388008,515,0,0
S,36348,145392012,515,0,0
S,36349,145396008,515,0,0
S,36350,145400008,516,0,0
S,36351,145404008,516,0,0
S,36352,145408008,516,0,0
S,36353,145412008,516,0,0
S,36354,145416008,516,0,0
S,36355,145420012,516,0,0
S,36356,145424008,516,0,0
S,36357,145428008,516,0,0
S,36358,145432008,516,0,0
S,36359,145436012,516,0,0
S,36360,145440008,516,0,0
S,36361,145444012,516,0,0
S,36362,145448008,516,0,0
S,36363,145452008,516,0,0
S,36364,145456008,516,0,0
S,36365,145460008,516,0,0
S,36366,145464008,516,0,0
S,36367,145468012,516,0,0
S,36368,145472008,516,0,0
S,36369,145476008,516,0,0
S,36370,145480008,516,0,0
S,36371,145484008,516,0,0
S,36372,145488008,516,0,0
S,36373,145492008,516,0,0
S,36374,145496008,516,0,0
S,36375,145500012,517,0,0
S,36376,145504008,520,0,0
S,36377,145508008,524,0,0
S,36378,145512008,528,0,0
S,36379,145516008,531,0,0
S,36380,145520008,535,0,0
S,36381,145524008,539,0,0
S,36382,145528008,543,0,0
S,36383,145532008,543,0,0
S,36384,145536008,539,0,0
S,36385,145540008,535,0,0
S,36386,145544008,531,0,0
S,36387,145548008,528,0,0
S,36388,145552008,524,0,0
S,36389,145556008,520,0,0
S,36390,145560008,517,0,0
S,36391,145564008,517,0,0
S,36392,145568008,517,0,0
S,36393,145572012,517,0,0
S,36394,145576008,517,0,0
S,36395,145580008,517,0,0
S,36396,145584008,517,0,0
S,36397,145588012,517,0,0
S,36398,145592008,517,0,0
S,36399,145596008,517,0,0
S,36400,145600008,511,0,0
S,36401,145604008,496,0,0
S,36402,145608008,481,0,0
S,36403,145612008,481,0,0
S,36404,145616008,496,0,0
S,36405,145620008,511,0,0
S,36406,145624012,518,0,0
S,36407,145628008,518,0,0
S,36408,145632008,603,0,0
S,36409,145636008,688,0,0
S,36410,145640008,773,0,0
S,36411,145644008,688,0,0
S,36412,145648012,602,0,0
S,36413,145652008,518,0,0
S,36414,145656008,518,0,0
S,36415,145660012,502,0,0
S,36416,145664008,486,0,0
S,36417,145668008,470,0,0
S,36418,145672008,453,0,0
S,36419,145676008,470,0,0
S,36420,145680008,486,0,0
S,36421,145684008,502,0,0
S,36422,145688008,518,0,0
S,36423,145692008,518,0,0
S,36424,145696008,518,0,0
S,36425,145700008,519,0,0
S,36426,145704008,519,0,0
S,36427,145708008,519,0,0
S,36428,145712008,519,0,0
S,36429,145716008,519,0,0
S,36430,145720008,519,0,0
S,36431,145724008,519,0,0
S,36432,145728008,522,0,0
S,36433,145732008,528,0,0
S,36434,145736008,533,0,0
S,36435,145740012,538,0,0
S,36436,145744008,543,0,0
S,36437,145748008,549,0,0
S,36438,145752008,554,0,0
S,36439,145756008,559,0,0
S,36440,145760008,564,0,0
S,36441,145764008,570,0,0
S,36442,145768012,575,0,0
S,36443,145772008,580,0,0
S,36444,145776008,585,0,0
S,36445,145780008,590,0,0
S,36446,145784008,596,0,0
S,36447,145788008,601,0,0
S,36448,145792008,601,0,0
S,36449,145796008,596,0,0
S,36450,145800008,591,0,0
S,36451,145804012,586,0,0
S,36452,145808008,581,0,0
S,36453,145812008,576,0,0
S,36454,145816008,571,0,0
S,36455,145820008,565,0,0
S,36456,145824008,560,0,0
S,36457,145828008,555,0,0
S,36458,145832008,550,0,0
S,36459,145836008,544,0,0
S,36460,145840008,539,0,0
S,36461,145844008,534,0,0
S,36462,145848012,529,0,0
S,36463,145852008,523,0,0
S,36464,145856008,520,0,0
S,36465,145860008,520,0,0
S,36466,145864008,520,0,0
S,36467,145868008,520,0,0
S,36468,145872012,520,0,0
S,36469,145876008,520,0,0
S,36470,145880008,520,0,0
S,36471,145884008,520,0,0
S,36472,145888008,520,0,0
S,36473,145892008,520,0,0
S,36474,145896008,520,0,0
S,36475,145900008,521,0,0
S,36476,145904008,521,0,0
S,36477,145908008,521,0,0
S,36478,145912012,521,0,0
S,36479,145916008,521,0,0
S,36480,145920008,521,0,0
S,36481,145924008,521,0,0
S,36482,145928008,521,0,0
S,36483,145932008,521,0,0
S,36484,145936008,521,0,0
S,36485,145940008,521,0,0
S,36486,145944012,521,0,0
S,36487,145948008,521,0,0
S,36488,145952008,521,0,0
S,36489,145956012,521,0,0
S,36490,145960008,521,0,0
S,36491,145964008,521,0,0
S,36492,145968008,521,0,0
S,36493,145972008,521,0,0
S,36494,145976008,521,0,0
S,36495,145980008,521,0,0
S,36496,145984008,524,0,0
S,36497,145988008,528,0,0
S,36498,145992012,532,0,0
S,36499,145996008,535,0,0
S,36500,146000012,540,0,0
S,36501,146004012,544,0,0
S,36502,146008008,548,0,0
S,36503,146012012,548,0,0
S,36504,146016008,544,0,0
S,36505,146020008,540,0,0
S,36506,146024008,536,0,0
S,36507,146028008,533,0,0
S,36508,146032008,529,0,0
S,36509,146036008,525,0,0
S,36510,146040008,522,0,0
S,36511,146044012,522,0,0
S,36512,146048008,522,0,0
S,36513,146052008,522,0,0
S,36514,146056012,522,0,0
S,36515,146060008,522,0,0
S,36516,146064008,522,0,0
S,36517,146068008,522,0,0
S,36518,146072008,522,0,0
S,36519,146076008,522,0,0
S,36520,146080008,515,0,0
S,36521,146084008,500,0,0
S,36522,146088008,485,0,0
S,36523,146092012,485,0,0
S,36524,146096008,500,0,0
S,36525,146100008,514,0,0
S,36526,146104012,521,0,0
S,36527,146108008,521,0,0
S,36528,146112008,606,0,0
S,36529,146116008,691,0,0
S,36530,146120008,776,0,0
S,36531,146124008,691,0,0
S,36532,146128008,606,0,0
S,36533,146132008,521,0,0
S,36534,146136008,521,0,0
S,36535,146140008,505,0,0
S,36536,146144008,489,0,0
S,36537,146148008,473,0,0
S,36538,146152012,457,0,0
S,36539,146156008,473,0,0
S,36540,146160008,489,0,0
S,36541,146164008,505,0,0
S,36542,146168008,521,0,0
S,36543,146172008,521,0,0
S,36544,146176008,521,0,0
S,36545,146180008,521,0,0
S,36546,146184008,521,0,0
S,36547,146188008,521,0,0
S,36548,146192008,521,0,0
S,36549,146196008,521,0,0
S,36550,146200008,520,0,0
S,36551,146204008,520,0,0
S,36552,146208008,523,0,0
S,36553,146212008,529,0,0
S,36554,146216008,534,0,0
S,36555,146220008,539,0,0
S,36556,146224008,544,0,0
S,36557,146228008,550,0,0
S,36558,146232008,555,0,0
S,36559,146236012,560,0,0
S,36560,146240012,565,0,0
S,36561,146244008,571,0,0
S,36562,146248008,576,0,0
S,36563,146252012,581,0,0
S,36564,146256008,586,0,0
S,36565,146260008,591,0,0
S,36566,146264008,597,0,0
S,36567,146268008,602,0,0
S,36568,146272008,602,0,0
S,36569,146276008,597,0,0
S,36570,146280008,591,0,0
S,36571,146284008,586,0,0
S,36572,146288008,581,0,0
S,36573,146292008,576,0,0
S,36574,146296008,571,0,0
S,36575,146300008,564,0,0
S,36576,146304008,559,0,0
S,36577,146308012,554,0,0
S,36578,146312008,549,0,0
S,36579,146316008,543,0,0
S,36580,146320008,538,0,0
S,36581,146324008,533,0,0
S,36582,146328008,528,0,0
S,36583,146332008,522,0,0
S,36584,146336008,519,0,0
S,36585,146340008,519,0,0
S,36586,146344008,519,0,0
S,36587,146348008,519,0,0
S,36588,146352008,519,0,0
S,36589,146356008,519,0,0
S,36590,146360008,519,0,0
S,36591,146364008,519,0,0
S,36592,146368008,519,0,0
S,36593,146372008,519,0,0
S,36594,146376008,519,0,0
S,36595,146380008,519,0,0
S,36596,146384008,519,0,0
S,36597,146388008,519,0,0
S,36598,146392008,519,0,0
S,36599,146396008,519,0,0
S,36600,146400008,518,0,0
S,36601,146404012,518,0,0
S,36602,146408008,518,0,0
S,36603,146412008,518,0,0
S,36604,146416008,518,0,0
S,36605,146420008,518,0,0
S,36606,146424012,518,0,0
S,36607,146428008,518,0,0
S,36608,146432008,518,0,0
S,36609,146436008,518,0,0
S,36610,146440008,518,0,0
S,36611,146444012,518,0,0
S,36612,146448008,518,0,0
S,36613,146452008,518,0,0
S,36614,146456012,518,0,0
S,36615,146460008,518,0,0
S,36616,146464008,521,0,0
S,36617,146468008,525,0,0
S,36618,146472008,529,0,0
S,36619,146476008,532,0,0
S,36620,146480012,536,0,0
S,36621,146484008,540,0,0
S,36622,146488008,544,0,0
S,36623,146492008,544,0,0
S,36624,146496008,540,0,0
S,36625,146500008,535,0,0
S,36626,146504008,531,0,0
S,36627,146508008,528,0,0
S,36628,146512008,524,0,0
S,36629,146516008,520,0,0
S,36630,146520008,517,0,0
S,36631,146524008,517,0,0
S,36632,146528008,517,0,0
S,36633,146532008,517,0,0
S,36634,146536008,517,0,0
S,36635,146540012,517,0,0
S,36636,146544008,517,0,0
S,36637,146548012,517,0,0
S,36638,146552008,517,0,0
S,36639,146556008,517,0,0
S,36640,146560008,510,0,0
S,36641,146564008,495,0,0
S,36642,146568008,480,0,0
S,36643,146572008,480,0,0
S,36644,146576008,495,0,0
S,36645,146580012,510,0,0
S,36646,146584008,517,0,0
S,36647,146588012,517,0,0
S,36648,146592008,602,0,0
S,36649,146596008,687,0,0
S,36650,146600008,771,0,0
S,36651,146604008,686,0,0
S,36652,146608008,601,0,0
S,36653,146612012,516,0,0
S,36654,146616008,516,0,0
S,36655,146620008,500,0,0
S,36656,146624008,484,0,0
S,36657,146628008,468,0,0
S,36658,146632012,452,0,0
S,36659,146636008,468,0,0
S,36660,146640008,484,0,0
S,36661,146644008,500,0,0
S,36662,146648008,516,0,0
S,36663,146652008,516,0,0
S,36664,146656008,516,0,0
S,36665,146660008,516,0,0
S,36666,146664008,516,0,0
S,36667,146668008,516,0,0
S,36668,146672012,516,0,0
S,36669,146676012,516,0,0
S,36670,146680008,516,0,0
S,36671,146684008,516,0,0
S,36672,146688008,519,0,0
S,36673,146692008,525,0,0
S,36674,146696008,530,0,0
S,36675,146700008,534,0,0
S,36676,146704008,539,0,0
S,36677,146708008,545,0,0
S,36678,146712008,550,0,0
S,36679,146716008,555,0,0
S,36680,146720008,560,0,0
S,36681,146724008,566,0,0
S,36682,146728008,571,0,0
S,36683,146732008,576,0,0
S,36684,146736008,581,0,0
S,36685,146740008,586,0,0
S,36686,146744008,592,0,0
S,36687,146748008,597,0,0
S,36688,146752012,597,0,0
S,36689,146756008,592,0,0
S,36690,146760012,586,0,0
S,36691,146764012,581,0,0
S,36692,146768008,576,0,0
S,36693,146772008,571,0,0
S,36694,146776008,566,0,0
S,36695,146780008,560,0,0
S,36696,146784008,555,0,0
S,36697,146788008,550,0,0
S,36698,146792008,545,0,0
S,36699,146796008,539,0,0
S,36700,146800008,533,0,0
S,36701,146804008,528,0,0
S,36702,146808008,523,0,0
S,36703,146812008,517,0,0
S,36704,146816012,514,0,0
S,36705,146820008,514,0,0
S,36706,146824008,514,0,0
S,36707,146828008,514,0,0
S,36708,146832008,514,0,0
S,36709,146836008,514,0,0
S,36710,146840012,514,0,0
S,36711,146844008,514,0,0
S,36712,146848008,514,0,0
S,36713,146852008,514,0,0
S,36714,146856008,514,0,0
S,36715,146860008,514,0,0
S,36716,146864008,514,0,0
S,36717,146868008,514,0,0
S,36718,146872008,514,0,0
S,36719,146876008,514,0,0
S,36720,146880008,514,0,0
S,36721,146884008,514,0,0
S,36722,146888008,514,0,0
S,36723,146892008,514,0,0
S,36724,146896008,514,0,0
S,36725,146900012,513,0,0
S,36726,146904008,513,0,0
S,36727,146908008,513,0,0
S,36728,146912008,513,0,0
S,36729,146916008,513,0,0
S,36730,146920012,513,0,0
S,36731,146924008,513,0,0
S,36732,146928012,513,0,0
S,36733,146932008,513,0,0
S,36734,146936008,513,0,0
S,36735,146940008,513,0,0
S,36736,146944008,516,0,0
S,36737,146948012,520,0,0
S,36738,146952008,524,0,0
S,36739,146956008,527,0,0
S,36740,146960008,531,0,0
S,36741,146964008,535,0,0
S,36742,146968012,539,0,0
S,36743,146972008,539,0,0
S,36744,146976008,535,0,0
S,36745,146980008,531,0,0
S,36746,146984012,527,0,0
S,36747,146988012,524,0,0
S,36748,146992008,520,0,0
S,36749,146996008,516,0,0
S,36750,147000008,512,0,0
S,36751,147004008,512,0,0
S,36752,147008008,512,0,0
S,36753,147012008,512,0,0
S,36754,147016012,512,0,0
S,36755,147020008,512,0,0
S,36756,147024008,512,0,0
S,36757,147028008,512,0,0
S,36758,147032012,512,0,0
S,36759,147036008,512,0,0
S,36760,147040008,505,0,0
S,36761,147044008,490,0,0
S,36762,147048008,475,0,0
S,36763,147052008,475,0,0
S,36764,147056008,490,0,0
S,36765,147060008,505,0,0
S,36766,147064008,512,0,0
S,36767,147068008,512,0,0
S,36768,147072008,597,0,0
S,36769,147076008,682,0,0
S,36770,147080012,766,0,0
S,36771,147084008,682,0,0
S,36772,147088008,597,0,0
S,36773,147092008,512,0,0
S,36774,147096008,512,0,0
S,36775,147100008,495,0,0
S,36776,147104008,479,0,0
S,36777,147108008,463,0,0
S,36778,147112008,446,0,0
S,36779,147116008,463,0,0
S,36780,147120008,479,0,0
S,36781,147124008,495,0,0
S,36782,147128008,511,0,0
S,36783,147132008,511,0,0
S,36784,147136008,511,0,0
S,36785,147140008,511,0,0
S,36786,147144008,511,0,0
S,36787,147148008,511,0,0
S,36788,147152008,511,0,0
S,36789,147156012,511,0,0
S,36790,147160008,511,0,0
S,36791,147164008,511,0,0
S,36792,147168008,514,0,0
S,36793,147172008,520,0,0
S,36794,147176008,525,0,0
S,36795,147180008,530,0,0
S,36796,147184008,535,0,0
S,36797,147188012,541,0,0
S,36798,147192008,546,0,0
S,36799,147196008,551,0,0
S,36800,147200012,555,0,0
S,36801,147204008,561,0,0
S,36802,147208012,566,0,0
S,36803,147212008,571,0,0
S,36804,147216008,576,0,0
S,36805,147220012,581,0,0
S,36806,147224008,587,0,0
S,36807,147228008,592,0,0
S,36808,147232008,592,0,0
S,36809,147236012,587,0,0
S,36810,147240008,581,0,0
S,36811,147244008,576,0,0
S,36812,147248008,571,0,0
S,36813,147252008,566,0,0
S,36814,147256008,561,0,0
S,36815,147260008,555,0,0
S,36816,147264008,550,0,0
S,36817,147268012,545,0,0
S,36818,147272008,540,0,0
S,36819,147276008,534,0,0
S,36820,147280008,529,0,0
S,36821,147284008,524,0,0
S,36822,147288008,519,0,0
S,36823,147292008,513,0,0
S,36824,147296008,510,0,0
S,36825,147300012,509,0,0
S,36826,147304008,509,0,0
S,36827,147308008,509,0,0
S,36828,147312008,509,0,0
S,36829,147316008,509,0,0
S,36830,147320008,509,0,0
S,36831,147324012,509,0,0
S,36832,147328008,509,0,0
S,36833,147332008,509,0,0
S,36834,147336008,509,0,0
S,36835,147340008,509,0,0
S,36836,147344008,509,0,0
S,36837,147348008,509,0,0
S,36838,147352008,509,0,0
S,36839,147356008,509,0,0
S,36840,147360008,509,0,0
S,36841,147364012,509,0,0
S,36842,147368008,509,0,0
S,36843,147372008,509,0,0
S,36844,147376012,509,0,0
S,36845,147380008,509,0,0
S,36846,147384008,509,0,0
S,36847,147388008,509,0,0
S,36848,147392008,509,0,0
S,36849,147396008,509,0,0
S,36850,147400012,508,0,0
S,36851,147404008,508,0,0
S,36852,147408008,508,0,0
S,36853,147412008,508,0,0
S,36854,147416008,508,0,0
S,36855,147420012,508,0,0
S,36856,147424008,511,0,0
S,36857,147428008,515,0,0
S,36858,147432008,519,0,0
S,36859,147436012,522,0,0
S,36860,147440008,526,0,0
S,36861,147444008,530,0,0
S,36862,147448008,534,0,0
S,36863,147452012,534,0,0
S,36864,147456008,530,0,0
S,36865,147460008,526,0,0
S,36866,147464008,522,0,0
S,36867,147468008,519,0,0
S,36868,147472008,515,0,0
S,36869,147476012,511,0,0
S,36870,147480008,508,0,0
S,36871,147484008,508,0,0
S,36872,147488008,508,0,0
S,36873,147492008,508,0,0
S,36874,147496008,508,0,0
S,36875,147500008,507,0,0
S,36876,147504008,507,0,0
S,36877,147508008,507,0,0
S,36878,147512008,507,0,0
S,36879,147516008,507,0,0
S,36880,147520008,500,0,0
S,36881,147524008,485,0,0
S,36882,147528008,470,0,0
S,36883,147532008,470,0,0
S,36884,147536008,485,0,0
S,36885,147540008,500,0,0
S,36886,147544012,507,0,0
S,36887,147548008,507,0,0
S,36888,147552008,592,0,0
S,36889,147556008,677,0,0
S,36890,147560012,761,0,0
S,36891,147564008,677,0,0
S,36892,147568008,592,0,0
S,36893,147572008,507,0,0
S,36894,147576008,507,0,0
S,36895,147580008,491,0,0
S,36896,147584008,475,0,0
S,36897,147588008,459,0,0
S,36898,147592008,442,0,0
S,36899,147596008,459,0,0
S,36900,147600008,474,0,0
S,36901,147604008,490,0,0
S,36902,147608008,506,0,0
S,36903,147612008,506,0,0
S,36904,147616008,506,0,0
S,36905,147620012,506,0,0
S,36906,147624008,506,0,0
S,36907,147628008,506,0,0
S,36908,147632008,506,0,0
S,36909,147636008,506,0,0
S,36910,147640008,506,0,0
S,36911,147644008,506,0,0
S,36912,147648008,509,0,0
S,36913,147652008,515,0,0
S,36914,147656008,520,0,0
S,36915,147660008,525,0,0
S,36916,147664008,530,0,0
S,36917,147668008,536,0,0
S,36918,147672008,541,0,0
S,36919,147676008,546,0,0
S,36920,147680008,551,0,0
S,36921,147684008,557,0,0
S,36922,147688008,562,0,0
S,36923,147692008,567,0,0
S,36924,147696008,572,0,0
S,36925,147700008,576,0,0
S,36926,147704012,582,0,0
S,36927,147708012,587,0,0
S,36928,147712008,587,0,0
S,36929,147716008,582,0,0
S,36930,147720008,576,0,0
S,36931,147724008,571,0,0
S,36932,147728008,566,0,0
S,36933,147732008,561,0,0
S,36934,147736008,556,0,0
S,36935,147740012,550,0,0
S,36936,147744012,545,0,0
S,36937,147748008,540,0,0
S,36938,147752008,535,0,0
S,36939,147756008,529,0,0
S,36940,147760008,524,0,0
S,36941,147764008,519,0,0
S,36942,147768012,514,0,0
S,36943,147772008,508,0,0
S,36944,147776008,505,0,0
S,36945,147780008,505,0,0
S,36946,147784008,505,0,0
S,36947,147788008,505,0,0
S,36948,147792008,505,0,0
S,36949,147796008,505,0,0
S,36950,147800008,504,0,0
S,36951,147804008,504,0,0
S,36952,147808008,504,0,0
S,36953,147812008,504,0,0
S,36954,147816008,504,0,0
S,36955,147820012,504,0,0
S,36956,147824012,504,0,0
S,36957,147828008,504,0,0
S,36958,147832008,504,0,0
S,36959,147836008,504,0,0
S,36960,147840008,504,0,0
S,36961,147844008,504,0,0
S,36962,147848012,504,0,0
S,36963,147852008,504,0,0
S,36964,147856008,504,0,0
S,36965,147860008,504,0,0
S,36966,147864008,504,0,0
S,36967,147868012,504,0,0
S,36968,147872012,504,0,0
S,36969,147876012,504,0,0
S,36970,147880012,504,0,0
S,36971,147884008,504,0,0
S,36972,147888008,504,0,0
S,36973,147892008,504,0,0
S,36974,147896008,504,0,0
S,36975,147900012,503,0,0
S,36976,147904008,506,0,0
S,36977,147908008,510,0,0
S,36978,147912008,514,0,0
S,36979,147916008,517,0,0
S,36980,147920008,521,0,0
S,36981,147924008,525,0,0
S,36982,147928008,529,0,0
S,36983,147932008,529,0,0
S,36984,147936008,525,0,0
S,36985,147940008,521,0,0
S,36986,147944008,517,0,0
S,36987,147948008,514,0,0
S,36988,147952012,510,0,0
S,36989,147956008,506,0,0
S,36990,147960008,503,0,0
S,36991,147964008,503,0,0
S,36992,147968008,503,0,0
S,36993,147972008,503,0,0
S,36994,147976008,503,0,0
S,36995,147980008,503,0,0
S,36996,147984008,503,0,0
S,36997,147988008,503,0,0
S,36998,147992012,503,0,0
S,36999,147996008,503,0,0
S,37000,148000008,495,0,0
S,37001,148004008,480,0,0
S,37002,148008012,465,0,0
S,37003,148012008,465,0,0
S,37004,148016008,480,0,0
S,37005,148020008,495,0,0
S,37006,148024008,502,0,0
S,37007,148028008,502,0,0
S,37008,148032008,587,0,0
S,37009,148036008,672,0,0
S,37010,148040012,756,0,0
S,37011,148044008,672,0,0
S,37012,148048008,587,0,0
S,37013,148052012,502,0,0
S,37014,148056012,502,0,0
S,37015,148060012,486,0,0
S,37016,148064012,470,0,0
S,37017,148068012,454,0,0
S,37018,148072008,437,0,0
S,37019,148076008,454,0,0
S,37020,148080008,470,0,0
S,37021,148084008,486,0,0
S,37022,148088008,502,0,0
S,37023,148092008,502,0,0
S,37024,148096008,502,0,0
S,37025,148100008,503,0,0
S,37026,148104008,503,0,0
S,37027,148108008,503,0,0
S,37028,148112008,503,0,0
S,37029,148116008,503,0,0
S,37030,148120008,503,0,0
S,37031,148124008,503,0,0
S,37032,148128012,506,0,0
S,37033,148132008,512,0,0
S,37034,148136008,517,0,0
S,37035,148140012,522,0,0
S,37036,148144008,527,0,0
